Severity,CVE,Vulnerability,Plugin URL,Affected Plugin,Affected Version,Database,Discovery Date,#Dependents,#Page,Id,C_BUG,Dependencies
M,https://snyk.io/vuln/SNYK-JS-CMMNJSPROPERTIESPANEL-451642,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:cmmn-js-properties-panel,cmmn-js-properties-panel,"<0.8.0",npm,"17 Jul, 2019",0,55,1629,no,"ids,inherits,lodash,min-dom,scroll-tabs,selection-update,camunda-cmmn-moddle,chai,cmmn-js,diagram-js,eslint,eslint-plugin-bpmn-io,karma,karma-chrome-launcher,karma-firefox-launcher,karma-mocha,karma-phantomjs-launcher,karma-sinon-chai,karma-spec-reporter,karma-webpack,less,mocha,mocha-test-container-support,npm-run-all,phantomjs-prebuilt,puppeteer,raw-loader,sinon,sinon-chai,webpack"
M,https://snyk.io/vuln/npm:libxmljs:20151214,Sensitive Information Exposure,https://snyk.io/vuln/npm:libxmljs,libxmljs,"<0.17.0",npm,"18 Jan, 2016",0,106,3155,nan,"bindings,nan,node-pre-gyp,nodeunit,semver"
M,https://snyk.io/vuln/npm:tiny-json-http:20180214,Man-in-the-Middle (MitM),https://snyk.io/vuln/npm:tiny-json-http,tiny-json-http,"<7.0.0",npm,"15 Mar, 2018",0,74,2203,no,"@brianleroux/form-data,body-parser,browserify,express,tap-spec,tape,uglify-es"
C,https://snyk.io/vuln/SNYK-JS-GEDI-598803,Prototype Pollution,https://snyk.io/vuln/npm:gedi,gedi,"*",npm,"01 Sep, 2020",0,27,788,no,"gedi-paths,gel-js,lang-js,leak-map,spec-js,weak-map,grape,ieify"
M,https://snyk.io/vuln/SNYK-JS-SOLIDIDENTITYTOKENVERIFIER-1085639,Authentication Bypass,https://snyk.io/vuln/npm:%40solid%2Fidentity-token-verifier,@solid/identity-token-verifier,"<0.5.2",npm,"14 Mar, 2021",0,13,381,no,"cross-fetch,jose,lru-cache,n3,nmspc,rdf-data-factory,rdf-dereference,rdf-parse,rdf-store-stream,ts-guards,@solid/eslint-config-base,@tsconfig/node14,@types/jest,@types/lru-cache,@types/node,@typescript-eslint/eslint-plugin,@typescript-eslint/parser,eslint,eslint-config-airbnb-base,eslint-config-prettier,eslint-plugin-import,eslint-plugin-jest,eslint-plugin-prettier,husky,jest,jest-circus,lint-staged,pinst,prettier,ts-jest,typescript"
M,https://snyk.io/vuln/SNYK-JS-NOVNCNOVNC-469136,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:%40novnc%2Fnovnc,@novnc/novnc,"<0.6.2",npm,"25 Sep, 2019",0,51,1515,no,"@babel/core,@babel/plugin-syntax-dynamic-import,@babel/plugin-transform-modules-amd,@babel/plugin-transform-modules-commonjs,@babel/plugin-transform-modules-systemjs,@babel/plugin-transform-modules-umd,@babel/preset-env,@babel/cli,babel-plugin-import-redirect,browserify,babelify,core-js,chai,commander,es-module-loader,eslint,fs-extra,jsdom,karma,karma-mocha,karma-chrome-launcher,@chiragrupani/karma-chromium-edge-launcher,karma-firefox-launcher,karma-ie-launcher,karma-mocha-reporter,karma-safari-launcher,karma-script-launcher,karma-sinon-chai,mocha,node-getopt,po2json,requirejs,rollup,rollup-plugin-node-resolve,sinon,sinon-chai"
H,https://snyk.io/vuln/npm:serve-here:20171225,Directory Traversal,https://snyk.io/vuln/npm:serve-here,serve-here,"*",npm,"14 Jan, 2018",0,81,2426,no,"chokidar,commander,debounce,ip,koa,koa-router,log-util,mime,pem,pug,socket.io,usage-tracker,eslint,husky,mocha"
M,https://snyk.io/vuln/npm:jstree:20140710,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:jstree,jstree,"<3.0.3",npm,"21 Jun, 2017",0,87,2606,no,"jquery,dox,grunt,grunt-contrib-concat,grunt-contrib-copy,grunt-contrib-imagemin,grunt-contrib-jshint,grunt-contrib-less,grunt-contrib-qunit,grunt-contrib-uglify,grunt-contrib-watch,grunt-resemble-cli,grunt-text-replace,lodash"
M,https://snyk.io/vuln/npm:grunt-gh-pages:20160316,Credentials saved as clear-text in log,https://snyk.io/vuln/npm:grunt-gh-pages,grunt-gh-pages,"<=0.9.1",npm,"17 Mar, 2016",0,105,3149,no,"async,fs-extra,graceful-fs,url-safe,chai,eslint,eslint-config-tschaub,grunt,grunt-contrib-watch,grunt-mocha-test,mocha,tmp"
C,https://snyk.io/vuln/npm:memjs:20180627,Denial of Service (DoS),https://snyk.io/vuln/npm:memjs,memjs,"<1.2.2",npm,"01 Jul, 2018",0,70,2079,no,"benchmark,docco,eslint,microtime,tap"
M,https://snyk.io/vuln/npm:cryptiles:20180710,Insecure Randomness,https://snyk.io/vuln/npm:cryptiles,cryptiles,">=3.1.0 <3.1.3,>=4.0.0 <4.1.2",npm,"19 Jul, 2018",0,70,2074,no,"boom,code,lab"
M,https://snyk.io/vuln/npm:yui:20120428,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:yui,yui,"<3.5.1 >=3.5.0-PR1",npm,"13 Feb, 2017",0,96,2866,no,"request,yogi,parserlib,grunt,grunt-cli,grunt-yui-contrib,grunt-lib-contrib,grunt-contrib-compress,grunt-css-selectors,bower,archiver"
M,https://snyk.io/vuln/npm:st:20140206,Directory Traversal,https://snyk.io/vuln/npm:st,st,"<0.2.5",npm,"06 Feb, 2014",0,108,3221,no,"async-cache,bl,fd,mime,negotiator,graceful-fs,request,rimraf,standard,tap"
H,https://snyk.io/vuln/SNYK-JS-PACRESOLVER-1564857,Remote Code Execution (RCE),https://snyk.io/vuln/npm:pac-resolver,pac-resolver,"<5.0.0",npm,"22 Aug, 2021",0,3,82,no,"degenerator,ip,netmask,@types/debug,@types/ip,@types/netmask,@types/node,@typescript-eslint/eslint-plugin,@typescript-eslint/parser,eslint,eslint-config-airbnb,eslint-config-prettier,eslint-import-resolver-typescript,eslint-plugin-import,eslint-plugin-jsx-a11y,eslint-plugin-react,mocha,rimraf,typescript"
H,https://snyk.io/vuln/SNYK-JS-PAPAPARSE-564258,Regular Expression Denial of Service (ReDoS),https://snyk.io/vuln/npm:papaparse,papaparse,"<5.2.0",npm,"02 Apr, 2020",0,36,1072,no,"chai,connect,eslint,grunt,grunt-contrib-uglify,mocha,mocha-headless-chrome,open,serve-static"
M,https://snyk.io/vuln/SNYK-JS-MOBIUS1SELECTR-173698,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:mobius1-selectr,mobius1-selectr,">=2.0.0 <2.4.11",npm,"12 Feb, 2019",0,65,1943,no,"grunt,grunt-contrib-qunit,qunit,grunt-contrib-jshint,qunitjs"
H,https://snyk.io/vuln/SNYK-JS-GRAPHQLUPLOAD-72541,Denial of Service (DoS),https://snyk.io/vuln/npm:graphql-upload,graphql-upload,"<7.0.0",npm,"29 Oct, 2018",0,68,2023,no,"busboy,fs-capacitor,http-errors,isobject,object-path,coverage-node,eslint,eslint-config-env,eslint-config-prettier,eslint-plugin-import,eslint-plugin-jsdoc,eslint-plugin-node,eslint-plugin-prettier,express,form-data,graphql,hard-rejection,jsdoc-md,koa,node-fetch,prettier,test-director"
H,https://snyk.io/vuln/SNYK-JS-PRISMJS-1585202,Regular Expression Denial of Service (ReDoS),https://snyk.io/vuln/npm:prismjs,prismjs,"<1.25.0",npm,"15 Sep, 2021",0,2,43,no,"@types/node-fetch,benchmark,chai,danger,del,docdash,eslint,eslint-plugin-jsdoc,eslint-plugin-regexp,gulp,gulp-concat,gulp-header,gulp-jsdoc3,gulp-rename,gulp-replace,gulp-uglify,gzip-size,htmlparser2,http-server,jsdom,mocha,node-fetch,npm-run-all,pump,refa,regexp-ast-analysis,regexpp,scslre,simple-git,webfont,yargs"
M,https://snyk.io/vuln/SNYK-JS-LAYUISRC-1298179,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:layui-src,layui-src,"<2.6.8",npm,"01 Jun, 2021",0,8,214,no,"chai,del,gulp,gulp-concat,gulp-footer,gulp-header,gulp-if,gulp-minify-css,gulp-rename,gulp-replace,gulp-uglify,gulp-zip,karma,karma-chai,karma-chai-sinon,karma-coverage,karma-mocha,karma-mocha-reporter,karma-phantomjs-launcher,karma-sauce-launcher,minimist,mocha,sinon,sinon-chai"
M,https://snyk.io/vuln/SNYK-JS-JSREPORTCHROMEPDF-1037310,Arbitrary File Read,https://snyk.io/vuln/npm:jsreport-chrome-pdf,jsreport-chrome-pdf,"<1.10.0",npm,"05 Nov, 2020",0,23,678,no,"babel-eslint,eslint,eslint-config-standard-jsx,eslint-plugin-babel,handlebars,in-publish,jsreport-core,jsreport-debug,jsreport-handlebars,jsreport-studio-dev,jsreport-templates,mocha,parse-pdf,puppeteer,should,standard"
H,https://snyk.io/vuln/SNYK-JS-PRISMJS-561410,Regular Expression Denial of Service (ReDoS),https://snyk.io/vuln/npm:prismjs,prismjs,"<1.5.0",npm,"27 Mar, 2020",0,37,1093,no,"@types/node-fetch,benchmark,chai,danger,del,docdash,eslint,eslint-plugin-jsdoc,eslint-plugin-regexp,gulp,gulp-concat,gulp-header,gulp-jsdoc3,gulp-rename,gulp-replace,gulp-uglify,gzip-size,htmlparser2,http-server,jsdom,mocha,node-fetch,npm-run-all,pump,refa,regexp-ast-analysis,regexpp,scslre,simple-git,webfont,yargs"
M,https://snyk.io/vuln/SNYK-JS-EXPRESSCART-174131,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:express-cart,express-cart,"*",npm,"07 Apr, 2019",0,64,1892,no,"@adyen/api-library,ajv,ajv-errors,async,axios,bcryptjs,body-parser,cheerio,colors,connect-mongodb-session,cookie-parser,countries-list,csurf,dotenv,express,express-handlebars,express-rate-limit,express-session,feather-icons,glob,gulp-less,helmet,html-entities,i18n,lodash,lunr,mime-db,mime-type,mkdirp,moment,mongodb,mongodb-uri,morgan,multer,node-cron,nodemailer,numeral,object-hash,paypal-rest-sdk,rand-token,rimraf,sanitize-html,sitemap,string-strip-html,strip-bom,stripe,uglifycss,yenv,ava,eslint,eslint-config-standard,eslint-plugin-extra-rules,eslint-plugin-import,eslint-plugin-node,eslint-plugin-promise,eslint-plugin-standard,gulp,gulp-clean-css,gulp-minify,gulp-nodemon,gulp-rename,less,supertest"
M,https://snyk.io/vuln/SNYK-JS-SELECT2-456562,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:select2,select2,"<4.0.8",npm,"04 Aug, 2019",0,54,1601,no,"almond,grunt,grunt-cli,grunt-contrib-concat,grunt-contrib-connect,grunt-contrib-jshint,grunt-contrib-qunit,grunt-contrib-requirejs,grunt-contrib-uglify,grunt-contrib-watch,grunt-sass,jquery-mousewheel,node-sass"
H,https://snyk.io/vuln/SNYK-JS-NODEWIFI-455846,Arbitrary Command Injection,https://snyk.io/vuln/npm:node-wifi,node-wifi,"<2.0.12",npm,"30 Jul, 2019",0,54,1608,no,"command-line-args,command-line-usage,@commitlint/cli,@commitlint/config-conventional,@commitlint/travis-cli,babel-eslint,dotenv,eslint,eslint-config-prettier,eslint-plugin-jest,eslint-plugin-node,husky,jest,prettier,standard-version"
M,https://snyk.io/vuln/SNYK-JS-CONNECTPGSIMPLE-460154,SQL Injection,https://snyk.io/vuln/npm:connect-pg-simple,connect-pg-simple,"<6.0.1",npm,"27 Aug, 2019",0,53,1566,no,"@types/pg,pg,@types/chai,@types/chai-as-promised,@types/cookie-signature,@types/express,@types/express-session,@types/mocha,@types/node,@types/proxyquire,@types/sinon,@types/sinon-chai,@types/supertest,@voxpelli/eslint-config,@voxpelli/eslint-config-jsdoc-ts,@voxpelli/tsconfig,chai,chai-as-promised,cookie-signature,cookiejar,dependency-check,dotenv,eslint,eslint-config-standard,eslint-plugin-es,eslint-plugin-import,eslint-plugin-jsdoc,eslint-plugin-mocha,eslint-plugin-node,eslint-plugin-promise,eslint-plugin-security,eslint-plugin-standard,eslint-plugin-unicorn,express,express-session,husky,installed-check,mocha,npm-run-all,nyc,pg-promise,proxyquire,sinon,sinon-chai,supertest,typescript"
H,https://snyk.io/vuln/SNYK-JS-UAPCORE-1069889,Regular Expression Denial of Service (ReDoS),https://snyk.io/vuln/npm:uap-core,uap-core,"<0.11.0",npm,"03 Feb, 2021",0,17,484,no,"mocha,safe-regex,uap-ref-impl,yamlparser"
L,https://snyk.io/vuln/npm:mime:20170907,Regular Expression Denial of Service (ReDoS),https://snyk.io/vuln/npm:mime,mime,"<1.4.1,>=2.0.0 <2.0.3",npm,"27 Sep, 2017",0,84,2497,no,"benchmark,chalk,eslint,mime-db,mime-score,mime-types,mocha,runmd,standard-version"
H,https://snyk.io/vuln/SNYK-JS-LOGKITTY-568763,Remote Code Execution (RCE),https://snyk.io/vuln/npm:logkitty,logkitty,"<0.7.1",npm,"10 May, 2020",0,34,1008,no,"ansi-fragments,dayjs,yargs,@babel/cli,@babel/core,@babel/plugin-proposal-class-properties,@babel/preset-env,@babel/preset-typescript,@callstack/eslint-config,@types/jest,@types/node,@types/yargs,@typescript-eslint/eslint-plugin,@typescript-eslint/parser,babel-jest,eslint,jest,typescript"
M,https://snyk.io/vuln/SNYK-JS-DOTOBJECT-548905,Prototype Pollution,https://snyk.io/vuln/npm:dot-object,dot-object,"<2.1.3",npm,"17 Feb, 2020",0,39,1162,no,"commander,glob,eslint,eslint-config-standard,eslint-plugin-import,eslint-plugin-node,eslint-plugin-promise,eslint-plugin-standard,gulp,gulp-beautify,gulp-eslint,gulp-headerfooter,gulp-mocha,gulp-rename,gulp-uglify,gulp-util,mocha,should,underscore.string"
H,https://snyk.io/vuln/SNYK-JS-BINLINKS-537610,Arbitrary File Write,https://snyk.io/vuln/npm:bin-links,bin-links,"<1.1.5",npm,"12 Dec, 2019",0,43,1261,no,"cmd-shim,mkdirp,npm-normalize-package-bin,read-cmd-shim,rimraf,write-file-atomic,require-inject,tap"
C,https://snyk.io/vuln/SNYK-JS-ANOTHERDATEPICKER-451013,Malicious Package,https://snyk.io/vuln/npm:another-date-picker,another-date-picker,">=2.0.43 <2.0.45",npm,"26 Jun, 2019",0,57,1692,no,"gulp-sass"
H,https://snyk.io/vuln/SNYK-JS-NUNJUCKS-1079083,Prototype Pollution,https://snyk.io/vuln/npm:nunjucks,nunjucks,"<3.2.3",npm,"25 Feb, 2021",0,15,432,no,"a-sync-waterfall,asap,commander,@babel/cli,@babel/core,@babel/preset-env,@babel/register,babel-loader,babel-plugin-istanbul,babel-plugin-module-resolver,connect,core-js,cross-env,eslint,eslint-config-airbnb-base,eslint-plugin-import,expect.js,express,fs-extra,get-port,mocha,mocha-phantomjs-core,mocha-phantomjs-istanbul,module-alias,node-libs-browser,nyc,phantomjs-prebuilt,serve-static,supertest,uglify-js,uglifyjs-webpack-plugin,webpack"
H,https://snyk.io/vuln/SNYK-JS-TSNODASH-1311009,Prototype Pollution,https://snyk.io/vuln/npm:ts-nodash,ts-nodash,"*",npm,"02 Jul, 2021",0,6,154,no,"typescript,alsatian,nyc,tap-bark,tslint"
H,https://snyk.io/vuln/SNYK-JS-Y18N-1021887,Prototype Pollution,https://snyk.io/vuln/npm:y18n,y18n,"<3.2.2,>=4.0.0 <4.0.1,>=5.0.0 <5.0.5",npm,"10 Nov, 2020",0,23,672,no,"@types/node,@wessberg/rollup-plugin-ts,c8,chai,cross-env,gts,mocha,rimraf,rollup,standardx,ts-transform-default-export,typescript"
M,https://snyk.io/vuln/SNYK-JS-CSSWHAT-1298035,Regular Expression Denial of Service (ReDoS),https://snyk.io/vuln/npm:css-what,css-what,"<5.0.1",npm,"30 May, 2021",0,8,219,no,"@types/jest,@types/node,@typescript-eslint/eslint-plugin,@typescript-eslint/parser,coveralls,eslint,eslint-config-prettier,eslint-plugin-node,jest,prettier,ts-jest,typescript"
L,https://snyk.io/vuln/SNYK-JS-BINLINKS-537609,Unauthorized File Access,https://snyk.io/vuln/npm:bin-links,bin-links,"<1.1.5",npm,"12 Dec, 2019",0,43,1263,no,"cmd-shim,mkdirp,npm-normalize-package-bin,read-cmd-shim,rimraf,write-file-atomic,require-inject,tap"
M,https://snyk.io/vuln/npm:remarkable:20160820,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:remarkable,remarkable,"<1.7.0",npm,"13 Feb, 2017",0,96,2855,no,"argparse,autolinker,ansi,benchmark,commonmark,eslint,eslint-plugin-es5,esm,gulp-format-md,highlight.js,marked,mocha,nyc,rollup,rollup-plugin-json,rollup-plugin-node-resolve,rollup-plugin-terser,serve"
H,https://snyk.io/vuln/SNYK-JS-SAILSMYSQL-174916,SQL Injection,https://snyk.io/vuln/npm:sails-mysql,sails-mysql,"<0.10.8",npm,"05 Jun, 2019",0,59,1766,no,"@sailshq/lodash,async,machine,machinepack-mysql,waterline-utils,benchmark,eslint,mocha,waterline-adapter-tests"
H,https://snyk.io/vuln/SNYK-JS-ELLIPTIC-571484,Cryptographic Issues,https://snyk.io/vuln/npm:elliptic,elliptic,"<6.5.3",npm,"17 Jun, 2020",0,32,936,no,"bn.js,brorand,hash.js,hmac-drbg,inherits,minimalistic-assert,minimalistic-crypto-utils,brfs,coveralls,eslint,grunt,grunt-browserify,grunt-cli,grunt-contrib-connect,grunt-contrib-copy,grunt-contrib-uglify,grunt-mocha-istanbul,grunt-saucelabs,istanbul,mocha"
M,https://snyk.io/vuln/SNYK-JS-WIKIPLUGINDATALOG-449540,Arbitrary Code Injection,https://snyk.io/vuln/npm:wiki-plugin-datalog,wiki-plugin-datalog,"<0.1.6",npm,"05 Jun, 2019",0,59,1765,no,"node-fetch,expect.js,grunt,grunt-contrib-coffee,grunt-contrib-watch,grunt-git-authors,grunt-mocha-test,mocha"
M,https://snyk.io/vuln/SNYK-JS-101-1292345,Prototype Pollution,https://snyk.io/vuln/npm:101,101,"*",npm,"14 May, 2021",0,9,241,no,"clone,deep-eql,keypather,code,lab,sinon"
L,https://snyk.io/vuln/SNYK-JS-HBS-1566555,Information Exposure,https://snyk.io/vuln/npm:hbs,hbs,"*",npm,"17 Aug, 2021",0,4,90,no,"handlebars,walk,eslint,eslint-plugin-markdown,mocha,nyc,rimraf,supertest"
M,https://snyk.io/vuln/npm:hostr:20161211,Directory Traversal,https://snyk.io/vuln/npm:hostr,hostr,"<2.3.6",npm,"20 Dec, 2016",0,101,3026,no,"argr,colors,lodash,mime-types,minimatch,tiny-lr,mocha,yarn"
M,https://snyk.io/vuln/SNYK-JS-FLOFFAHBUILD-1298045,Command Injection,https://snyk.io/vuln/npm:%40floffah%2Fbuild,@floffah/build,"<1.0.0",npm,"30 May, 2021",0,8,220,no,"chalk,commander,execa,@types/node,chokidar,npm-check-updates,typescript,typescript-json-schema"
H,https://snyk.io/vuln/SNYK-JS-ISMOBILEJS-72624,Regular Expression Denial of Service (ReDoS),https://snyk.io/vuln/npm:ismobilejs,ismobilejs,"<0.5.0",npm,"25 Jun, 2018",0,70,2092,no,"@spotify/web-scripts,@types/puppeteer,husky,jest-puppeteer,parcel-bundler,puppeteer,ts-jest"
M,https://snyk.io/vuln/npm:textangular:20131227,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:textangular,textangular,"<1.2.0",npm,"13 Feb, 2017",0,96,2858,no,"rangy,bower,grunt,grunt-bump,grunt-cli,grunt-contrib-clean,grunt-contrib-concat,grunt-contrib-copy,grunt-contrib-jshint,grunt-contrib-uglify,grunt-contrib-watch,grunt-conventional-changelog,grunt-git,grunt-istanbul-coverage,grunt-karma,grunt-karma-coveralls,grunt-shell,grunt-umd,jasmine-core,karma,karma-chrome-launcher,karma-coverage,karma-jasmine,karma-phantomjs-launcher,karma-script-launcher,phantomjs,phantomjs-polyfill"
C,https://snyk.io/vuln/SNYK-JS-SAFEREVAL-473029,Arbitrary Code Execution,https://snyk.io/vuln/npm:safer-eval,safer-eval,"<1.3.2",npm,"11 Mar, 2019",0,65,1920,no,"clones,@babel/cli,@babel/core,@babel/preset-env,babel-loader,eslint,eslint-config-standard,eslint-plugin-import,eslint-plugin-node,eslint-plugin-promise,eslint-plugin-standard,karma,karma-chrome-launcher,karma-firefox-launcher,karma-mocha,karma-sourcemap-loader,karma-spec-reporter,karma-webpack,mocha,nyc,rimraf,webpack"
M,https://snyk.io/vuln/npm:cordova-plugin-file-transfer:20150826,CRLF Injection,https://snyk.io/vuln/npm:cordova-plugin-file-transfer,cordova-plugin-file-transfer,"<1.3.0",npm,"21 Jun, 2017",0,87,2609,no,"jscs,jshint"
M,https://snyk.io/vuln/SNYK-JS-PNGIMG-1078233,Buffer Overflow,https://snyk.io/vuln/npm:png-img,png-img,"<3.1.0",npm,"21 Feb, 2021",0,15,442,nan,"nan,prebuild-install,chai,mocha,node-gyp,prebuild,sinon"
H,https://snyk.io/vuln/npm:npm_scripts_test_metrics:20170917,Malicious Package,https://snyk.io/vuln/npm:npm_scripts_test_metrics,npm_scripts_test_metrics,"*",npm,"17 Sep, 2017",0,84,2514,no,""
H,https://snyk.io/vuln/SNYK-JS-IRRELONPATH-598672,Prototype Pollution,https://snyk.io/vuln/npm:irrelon-path,irrelon-path,"<4.7.0",npm,"19 Aug, 2020",0,28,831,no,"@babel/cli,@babel/core,@babel/plugin-proposal-class-properties,@babel/plugin-proposal-object-rest-spread,@babel/plugin-transform-runtime,@babel/preset-env,@babel/preset-react,@babel/register,eslint-config-irrelon,mocha,mocha-expect,rimraf,nodemon"
H,https://snyk.io/vuln/npm:easy-router:20180226,Directory Traversal,https://snyk.io/vuln/npm:easy-router,easy-router,"*",npm,"01 Mar, 2018",0,76,2262,no,"ip,opn,chai,istanbul,mocha,pedding,supertest"
C,https://snyk.io/vuln/SNYK-JS-REACTDATEPICKERPLUS-449521,Malicious Package,https://snyk.io/vuln/npm:react-datepicker-plus,react-datepicker-plus,">2.4.1 <2.4.4",npm,"10 Jun, 2019",0,59,1760,no,"babel-eslint,eslint,eslint-plugin-react,gulp,jasmine-core,karma,karma-chrome-launcher,karma-coverage,karma-jasmine,karma-phantomjs-launcher,phantomjs,react,react-component-gulp-tasks,react-dom,require-dir"
H,https://snyk.io/vuln/SNYK-JS-REDASH-572119,Server-side Request Forgery (SSRF),https://snyk.io/vuln/npm:redash,redash,"*",npm,"12 Jun, 2020",0,32,942,no,"@technologyadvice/genesis-core,ava,babel-eslint,babel-register,bootstrap,eslint,jsdoc,marked,preact,preact-render-to-string,prismjs,rollup,shelljs,sinon,typescript,uglify-js"
H,https://snyk.io/vuln/SNYK-JS-AUTHMAGICTIMERANGESTATELESSCORE-674658,Improper Authentication,https://snyk.io/vuln/npm:authmagic-timerange-stateless-core,authmagic-timerange-stateless-core,"*",npm,"16 Sep, 2020",0,26,760,no,"jsonwebtoken,randomstring,rate-limiter-flexible,ava"
M,https://snyk.io/vuln/npm:jsrender:20160330,Template Injection,https://snyk.io/vuln/npm:jsrender,jsrender,"<=0.9.73",npm,"31 Mar, 2016",0,105,3142,no,"through2,@types/jquery,browserify,gulp,glob-stream,jquery,qunit"
C,https://snyk.io/vuln/SNYK-JS-MARSDB-480405,Arbitrary Code Injection,https://snyk.io/vuln/npm:marsdb,marsdb,"*",npm,"06 Nov, 2019",0,47,1395,no,"check-types,double-ended-queue,eventemitter3,fast.js,geojson-utils,invariant,core-js,lodash,babel-cli,babel-eslint,babel-preset-es2015,babel-preset-stage-0,babel-register,babelify,brfs,browserify,bulk-require,bulkify,chai,chai-as-promised,coveralls,del,envify,fbjs-scripts,gulp,gulp-babel,gulp-eslint,gulp-if,gulp-rename,gulp-uglify,istanbul,mocha,mocha-lcov-reporter,mocha-phantomjs,sinon,sinon-chai,require-dir,run-sequence,vinyl-buffer,vinyl-source-stream"
H,https://snyk.io/vuln/npm:is-my-json-valid:20160118,Regular Expression Denial of Service (ReDoS),https://snyk.io/vuln/npm:is-my-json-valid,is-my-json-valid,"<2.12.4",npm,"18 Jan, 2016",0,106,3156,no,"generate-function,generate-object-property,is-my-ip-valid,jsonpointer,xtend,safe-regex,tape,typescript"
H,https://snyk.io/vuln/SNYK-JS-REGKEYGENGITHASHPLUGIN-1300843,Remote Code Execution (RCE),https://snyk.io/vuln/npm:reg-keygen-git-hash-plugin,reg-keygen-git-hash-plugin,"<0.10.16",npm,"09 Jun, 2021",0,7,193,no,"reg-suit-util,shell-escape,@types/jest,@types/shell-escape,glob,jest,reg-suit-interface,rimraf,ts-jest,typescript"
H,https://snyk.io/vuln/SNYK-JS-ISMYJSONVALID-597165,Regular Expression Denial of Service (ReDoS),https://snyk.io/vuln/npm:is-my-json-valid,is-my-json-valid,"<2.20.2",npm,"02 Aug, 2020",0,29,850,no,"generate-function,generate-object-property,is-my-ip-valid,jsonpointer,xtend,safe-regex,tape,typescript"
H,https://snyk.io/vuln/npm:html-pages:20180226,Directory Traversal,https://snyk.io/vuln/npm:html-pages,html-pages,"*",npm,"26 Feb, 2018",0,76,2277,no,"basic-auth,bluebird,camelcase,camelcase-keys,chalk,clipboardy,command-line-args,command-line-usage,cors,dargs,detect-port,file-exists,filesize,fs-extra,fs-promise,handlebars,ignore,ip,lodash,micro,micro-compress,mime-types,moment,node-notifier,node-version,opn,path-type,performance-now,send,thread-sleep,update-notifier,validator,babel-eslint,cheerio,eslint-config-semistandard,eslint-config-standard,eslint-plugin-import,eslint-plugin-node,eslint-plugin-promise,eslint-plugin-standard,husky,lint-staged,mocha,mocha-logger,semistandard,snazzy,snyk,stylelint,stylelint-config-sass-guidelines,supertest,urllib-sync"
M,https://snyk.io/vuln/SNYK-JS-URLPARSE-1078283,Improper Input Validation,https://snyk.io/vuln/npm:url-parse,url-parse,"<1.5.0",npm,"22 Feb, 2021",0,15,439,no,"querystringify,requires-port,assume,browserify,c8,mocha,pre-commit,sauce-browsers,sauce-test,uglify-js"
H,https://snyk.io/vuln/SNYK-JS-PUG-1071616,Remote Code Execution (RCE),https://snyk.io/vuln/npm:pug,pug,"<3.0.1",npm,"01 Mar, 2021",0,15,424,no,"pug-code-gen,pug-filters,pug-lexer,pug-linker,pug-load,pug-parser,pug-runtime,pug-strip-comments,jstransformer-cdata,jstransformer-coffee-script,jstransformer-less,jstransformer-markdown-it,jstransformer-stylus,jstransformer-uglify-js,jstransformer-verbatim,mkdirp,rimraf,uglify-js"
M,https://snyk.io/vuln/npm:mongui:20160408,Arbitrary Code Injection,https://snyk.io/vuln/npm:mongui,mongui,"*",npm,"01 May, 2017",0,93,2781,no,"body-parser,connect-multiparty,cookie-parser,cookie-session,debug,express,express-device,html-entities,merge-descriptors,mongodb,mz,pug,saslprep,serve-favicon,targz"
M,https://snyk.io/vuln/npm:mediaelement:20160504,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:mediaelement,mediaelement,">=2.17.0 <2.21.0",npm,"08 May, 2017",0,93,2771,no,"global,svg4everybody,autoprefixer,babel-cli,babel-core,babel-preset-env,babel-register,babelify,browserify,browserify-derequire,bundle-collapser,chai,coveralls,cssnano,grunt,grunt-babel,grunt-browserify,grunt-cli,grunt-contrib-clean,grunt-contrib-concat,grunt-contrib-copy,grunt-contrib-uglify,grunt-contrib-watch,grunt-eslint,grunt-postcss,grunt-remove-logging,grunt-shell,grunt-stylelint,grunt-text-replace,istanbul,jsdom,mocha,mocha-jsdom,promise-polyfill,stylelint,stylelint-order,uglify-js"
M,https://snyk.io/vuln/SNYK-JS-METEOR-1065251,Insecure Default,https://snyk.io/vuln/npm:meteor,meteor,"<2.2.0",npm,"18 Apr, 2021",0,10,298,no,"7zip-bin,cli-progress,node-7z,node-downloader-helper,rimraf,tar,tmp"
